"sample_id","stock_code","short_name","field_id","metric_name_cn","dimension","metric_type","candidate_status","value_candidate","unit_raw_candidate","unit_standardized_candidate","evidence_type_candidate","source_page","confidence_rule","precision_gate_status","rule_id","negative_category","severity","suggested_action","reason","evidence_context"
"R031","600039","四川路桥","G_Q_010","腐败或违规案件数量","G","quantitative","candidate_found","399400.18","件","件","native_text","49","0.325","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 399400 超过保守阈值 100，高概率为其他指标或 OCR 串列。","联交易等关 2 议题：应对气候变化 键风险点,实行“事前识别评估—事中动态监控—事后复盘改进”的闭环管理。 999,781.24 530,075.43 451,278.59 温室气体排放总量 吨二氧化碳当量 公司定期梳理涉税风险清单,开展风险排查与预警；强化关键岗位培训,提升财税人员政策理解与实操能力；健全 600,3"
"R033","600050","中国联通","S_Q_005","人均培训时长","S","quantitative","candidate_found","114","小时","小时","native_text","98","0.93","","R_TRAINING_INVESTMENT_FOR_TRAINING_HOURS","wrong_metric_or_context","high","flag_only_validate_against_gold","人均培训时长字段疑似命中培训投入/费用，而非小时或人均小时。",".16 7.20 高管中女性比例 % 12.3 12.9 12.7 员工培训投入 万元 46465 39721 43665 人均培训时间 小时 115 126 114 网上学习在线学习人次 万人次 5986 5743 5128 网上学习在线学习总时长 万学时 - 1456 1296 社会保险覆盖率 % 100 100 100"
"R033","600050","中国联通","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","82","0.95","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","展“雷霆行动”及“高层建筑重大火灾风险 隐患排查整治行动”,开展全员参与、全领域覆盖的风险隐患排查。各单位排查隐患10.95万项,已整改10.59万项,整改率 97%。  落实全员安全生产培训,有序推进岗位认证和专业安全生产培训。  各单位利用安全生产月、消防宣传月等节点,"
"R034","600051","宁波联合","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","5","0.55","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。"," 和应急预案演练、强化食品安全管理等措施,提升安全经营管理水平,被评为北 仑区“食品安全规范管理企业”和“安全生产先进单位”。通过努力,公司及其 分、子公司 2025 年度未发生因工死亡事故、火灾事故和我方主责的道路交通死 亡事故,全面完成了年度控制指标。 （四）社会公益事业 在保持企业持续稳健发展的同时,公司及其分、子"
"R037","600055","万东医疗","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","63","1.0","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","理与保障 万东医疗始终坚守“安全第一、预防为主、综合治理”的安全生产方针,以“责任工 第三方安全生产责任事故、重大隐患的部门负责人,设置年度绩效等级上限；对 500 亡、重大火灾、环境事件、第三方安全生产责任事故、重大事故隐患五个零”为年度 发生责任工亡、直接损失超 万元重大火灾事故的责任人,依法依规解除劳动 EHS E"
"R038","600056","中国医药","S_Q_012","研发人员数量","S","quantitative","candidate_found","330","人","人","native_table","27;48","0.96","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","| 万元 || 研发投入占营业收入比例 | % | 0.84 || 当年申请发明专利数 | 件 || table_1_row_7: 研发人员数量 | 人 | 330"
"R038","600056","中国医药","S_Q_012","研发人员数量","S","quantitative","candidate_found","330","人","人","native_text","70;134","0.93","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。",".99 社会保险覆盖率 % 100 100 100 研发投入占营业收入比例 % 0.71 1.01 0.84 员工关爱与帮扶 研发人员数量 人 312 317 330 员工帮扶投入 万元 64.26 81.67 95.1 研发人员占比 % 3.7 3.79 4.15 困难员工帮扶人数 人 513 575 756 申请专利数量"
"R038","600056","中国医药","G_Q_004","女性董事人数","G","quantitative","candidate_found","66.67","名","人","native_text","71;136","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","名称 单位 2023年 2024年 2025年 指标名称 单位 2023年 2024年 2025年 实用新型专利授权数量 件 19 7 13 外部董事占比 % 66.67 62.5 75 外观设计专利授权数量 件 0 0 0 女性董事占比 % 22.22 25 25 有效专利总量 件 231 249 155 审计委员会独立董事占"
"R038","600056","中国医药","G_Q_004","女性董事人数","G","quantitative","candidate_found","66.67","名","人","native_text","71;136","0.93","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 66.67 超过保守阈值 15，高概率为其他指标或 OCR 串列。","名称 单位 2023年 2024年 2025年 指标名称 单位 2023年 2024年 2025年 实用新型专利授权数量 件 19 7 13 外部董事占比 % 66.67 62.5 75 外观设计专利授权数量 件 0 0 0 女性董事占比 % 22.22 25 25 有效专利总量 件 231 249 155 审计委员会独立董事占"
"R039","600058","五矿发展","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","32;58","0.525","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","性。 指标与目标 总体目标：重大事故隐患动态清零；一般及以上生产安全事故为零、新增职业病危害事件为零、重大火灾事故为零、从业 人员千人负伤率不超过千分之三。 2025年 报告期内,公司全年未发生因职业健康权益保障不到位引发的争议。 安全培训总次数 安全培训参与人次 安全培训覆盖率 工伤保险覆盖率 343 8,000 10"
"R039","600058","五矿发展","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","56;106","0.525","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","156.5 / 薪酬与福利 员工社会保险缴纳覆盖率 % 100 100 中级管理层员工受训人数 人 163 / 安全培训总次数 次 343 / 中级管理层受训比例 % 100 / 发展与培训 安全培训参与人次 人次 8,"
"R040","600059","古越龙山","S_Q_005","人均培训时长","S","quantitative","candidate_found","0.02","人","人","native_table","48;95","0.685","","R_TRAINING_INVESTMENT_FOR_TRAINING_HOURS","wrong_metric_or_context","high","flag_only_validate_against_gold","人均培训时长字段疑似命中培训投入/费用，而非小时或人均小时。","次 | 45 | 38 || 参与员工培训总人次 | 人次 | 4,559 | 4,168 || table_3_row_6: 员工人均培训投入 | 万元 | 0.02 | 0.01"
"R040","600059","古越龙山","S_Q_015","客户投诉数量","S","quantitative","candidate_found","1153","件","件","native_table","24;47","0.96","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","header: 做好公司产品的销 售工作、强化服务 意识,不断提高产 品的售后服务质 量、做好销售合同 的初审工作、及时 将信息反馈给相关 部门。 | 客户满意度 | 持续开展客户满意度调查,针对客户反 馈问题开展针对性改进。 | 95.36分 || 客户投诉数量 | 完善客户投诉管理,跟进问题解决情况, 总结原因并开"
"R040","600059","古越龙山","S_Q_015","客户投诉数量","S","quantitative","candidate_found","1153","件","件","native_table","49;97","0.96","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","header: 客户服务与权益 || 指标 | 单位 | 2024 | 2025 || 客户满意度 | % | 96.57 | 95.36 || 客户投诉数量 | 件 | 925 | 1,153 || table_1_row_4: 客户投诉数量 | 件 | 925 | 1,153"
"R040","600059","古越龙山","S_Q_015","客户投诉数量","S","quantitative","candidate_found","1153","件","件","native_text","49;97","0.93","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","客户服务与权益 社会贡献与文化发展 指标 单位 2024 2025 指标 单位 2024 2025 客户满意度 % 96.57 95.36 公益慈善捐款金额 万元 8.06 158.70 客户投诉数量 件 925 1,153 志愿活动投入总金额 万元 / 0.38 客户投诉解决数量 件 825 1,153 参与志愿活动"
"R040","600059","古越龙山","G_Q_002","独立董事人数","G","quantitative","candidate_found","4","人","人","native_text","14;27","0.875","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","委员会会议6次,提名委员会会议5次,薪酬与考核委员会会议1次,战略与ESG委员会会议 1次。 独立董事人数 独立董事占比 董事研究生及以上学历人数 高级管理层 4 36.36 6 高级管理层按照《公司章程》及董事会授权履行职责,推进公司日常经营和业务发展,组织实施董事会决 人 % 人 议及年度计划,管理内部机构和制度建设"
"R041","600060","海信视像","S_Q_012","研发人员数量","S","quantitative","candidate_found","83","人","人","native_text","25;24","0.93","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","内部控制与风 研发投入 报告期内 险应对措施,以确保研发创新风险与行业机遇的及 研发投入 研发投入占比 研发中心 研发人员数量占员工总人数的 时把握。详细内容见83页“强化风控管理”章节。 13个 23.89亿元 4.14% 21.42% 创新成果 2025年,海信视像在核心显示能力、智能交互与产业化应用等方面形成一批可量"
"R041","600060","海信视像","G_Q_010","腐败或违规案件数量","G","quantitative","candidate_found","16949","件","件","native_table","73;72","0.46","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 16949 超过保守阈值 100，高概率为其他指标或 OCR 串列。","条件下优先考虑ESG表现较优的供应商。 在质量管理方面,ISO 9001是公司供应商准入的基础资质要求；对于车载产品核心供应商,公司进一步要求其取得 IATF 16949 认证。同时,公司要 求供应商签署《技术质量协议》,并在日常管理中持续审查相关资质证书的有效性及质量管理体系的实际运行情况,以保障供应链质量管理的系统性 和持续"
"R042","600061","国投资本","S_Q_005","人均培训时长","S","quantitative","candidate_found","445.48","人","人","native_table","42;79","0.685","","R_TRAINING_INVESTMENT_FOR_TRAINING_HOURS","wrong_metric_or_context","high","flag_only_validate_against_gold","人均培训时长字段疑似命中培训投入/费用，而非小时或人均小时。","元 | 313.53 | 505.39 || 员工培训总时长 | 小时 | 264,853.00 | 269,921.50 || 员工人均培训投入 | 元 | 445.48 | 692.41 || 负责任投资管理政策与制 度所覆盖资产管理规模 （2025年末） | 亿元 | 5,334.96 | 4,978.51 || table"
"R043","600062","华润双鹤","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_table","48;93","0.96","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","header: 一级指标 | 二级指标 | 三级指标 | 单位 | 2023年 | 2024年 | 2025年 || 员工 | 员工发展 与培训 | 按性别 结构划分 | 男性 | % | 100 | 100 || 女性 | % |"
